"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"NCBP2",-373.741666666667,485.948611111111,-6.37019663054285,0.00138568381842901,0.0538883125807925,-4.59143250563695
"ARVCF",2684.88333333334,5592.68611111111,6.3699516396238,0.00138592616932854,0.0538883125807925,-4.59143254407762
"HSPA2",-429.872222222222,730.547222222222,-6.35886593112642,0.00139694488291821,0.0538883125807925,-4.59143428746385
"PCCA",369.461111111111,796.125,6.35532236415309,0.00140048879123949,0.0538883125807925,-4.59143484638154
"SLC25A11",571.133333333333,1390.65,6.35382760991875,0.0014019868665544,0.0538883125807925,-4.59143508238434
"FNBP1",-1946.88888888889,3000.18888888889,-6.35149492290204,0.00140432851184666,0.0538883125807925,-4.59143545096991
"ASMTL",-936.583333333334,1976.86388888889,-6.35071141700282,0.00140511606065122,0.0538883125807925,-4.59143557484857
"SQSTM1",1861.52222222222,4525.26111111111,6.34974159434414,0.00140609160868081,0.0538883125807925,-4.59143572823954
"SDR39U1",1235.63333333333,3134.01666666667,6.32044561175042,0.00143594032468233,0.0547028472675851,-4.59144039018139
"SNRPG",-1351.96111111111,2620.21388888889,-6.31710601355071,0.00143939012407275,0.0547028472675851,-4.59144092512766
"CMAHP",-4210.58888888889,4227.89444444444,-6.31043488352906,0.00144631067590996,0.0547194838088536,-4.59144199589195
"MORC3",-1438.26944444445,1868.62083333333,-6.30509674668592,0.00145187664845687,0.0547194838088536,-4.59144285478388
"JADE3",295.597222222222,460.618055555556,6.29591530023841,0.00146150912073725,0.054747348445722,-4.59144433640057
"MAGI2",-2391.45,1509.30277777778,-6.29291711124392,0.00146467088762638,0.054747348445722,-4.5914448214147
"PDIA6",-1116.21666666667,1651.95277777778,-6.28140391159666,0.00147688736752174,0.0549777375377048,-4.59144668937977
"PRDX1",-1884.70555555556,9948.74722222222,-6.27328258567884,0.00148557701951538,0.0550754941561559,-4.5914480122848
"BCL2L2-PABPN1",-1251.32777777778,3781.875,-6.25855249082151,0.0015014921178622,0.0553531530319804,-4.59145042287151
"MTX2",-498.605555555556,336.375,-6.2539024695126,0.00150655787717641,0.0553531530319804,-4.59145118685192
"TUBB4A",738.616666666667,440.641666666667,6.24650307197883,0.00151466039356963,0.0553531530319804,-4.59145240552819
"TRIM44",-746.944444444445,1117.76666666667,-6.24397265021262,0.00151744303698812,0.0553531530319804,-4.5914528231302
"LUC7L3",-1179.18611111111,1814.49861111111,-6.23240056495674,0.00153024557047206,0.0555611410562907,-4.59145473839716
"DDX11",1056.77777777778,1935.72777777778,6.22779260127395,0.00153537888419343,0.0555611410562907,-4.59145550356874
"RAD23B",-1636.34722222222,1992.14027777778,-6.22155324987793,0.00154236194035321,0.0555923551755088,-4.59145654193457
"HTR6",1358.23888888889,1329.81944444444,6.20765904616067,0.00155804712123111,0.0559357391389019,-4.59145886376536
"TLK1",-729.458333333334,928.523611111111,-6.19001271983846,0.00157823970970491,0.0562809625711375,-4.59146183168763
"DUSP14",-691.141666666667,960.0625,-6.18319205816429,0.00158612702814101,0.0562809625711375,-4.59146298460915
"APOD",-5218.03055555556,3550.92916666667,-6.18308435599676,0.00158625194519555,0.0562809625711375,-4.59146300284031
"MEGF9",-1530.20555555556,1509.925,-6.16715782790213,0.00160485232294203,0.0563337122876453,-4.59146570767071
"TLK2",-776.694444444445,1433.75833333333,-6.16667859124019,0.00160541598505395,0.0563337122876453,-4.59146578933469
"CFL1",5283.46666666667,18641.3833333333,6.16588917084092,0.00160634498321041,0.0563337122876453,-4.59146592389036
"IGFBP2",-12569.4222222222,7825.23888888889,-6.14569564102906,0.00163032552946019,0.0569547953234111,-4.59146938073713
"ZNF629",-422.591666666667,434.845833333333,-6.1284687343992,0.00165111680082716,0.0573729256489557,-4.59147235253821
"SBSPON",-2434.01388888889,1943.7125,-6.12533901492626,0.0016549275041315,0.0573729256489557,-4.59147289471293
"CDK14",-777.794444444445,754.063888888889,-6.10081727215757,0.00168514588293071,0.0581984032496563,-4.59147716705869
"PTPN13",-1538.3,1458.92222222222,-6.08584270644536,0.00170391858620733,0.0586238352974288,-4.59147979741812
"ACIN1",-1214.03888888889,1372.35277777778,-6.08063792753282,0.0017105010673428,0.0586282309233004,-4.59148071549214
"COLQ",-474.494444444445,387.416666666667,-6.06999135977231,0.00172405922594339,0.0588069892909144,-4.59148259963037
"UBXN2B",-321.65,286.944444444444,-6.06524429417197,0.00173014524681856,0.0588069892909144,-4.5914834424126
"GAP43",403.638888888889,301.236111111111,6.05275479725413,0.00174627867122148,0.0588069892909144,-4.59148566772222
"TOX4",-703.066666666667,590.158333333333,-6.05065074775844,0.00174901398790321,0.0588069892909144,-4.5914860437487
"ARHGAP19",-685.352777777778,733.829166666667,-6.04695578507613,0.00175382974143321,0.0588069892909144,-4.59148670489324
"MADD",955.105555555555,2385.68611111111,6.03854421133791,0.00176485109899132,0.0588069892909144,-4.59148821378478
"AP1G2",757.011111111111,1795.35555555556,6.03718738820737,0.00176663651432605,0.0588069892909144,-4.59148845767092
"CLIC5",-14184.55,7815.06388888889,-6.03652293961993,0.00176751162351862,0.0588069892909144,-4.59148857715447
"GNG12",-715.611111111111,1431.42777777778,-6.02122663850509,0.00178779927426132,0.0592648934602758,-4.59149133696099
"CBX1",-439.566666666667,594.877777777778,-6.01482832405221,0.00179636661152251,0.0593323561180324,-4.59149249659933
"ABHD14A-ACY1",3037.56666666667,3770.85,6.00491108249907,0.00180974142817308,0.059365616818512,-4.5914943001479
"ACR",1138.73055555556,994.251388888889,6.0043914636969,0.00181044543198589,0.059365616818512,-4.59149439485198
"SMARCA1",-675.933333333334,921.222222222222,-5.99135556489465,0.00182821294559224,0.0594019691949504,-4.59149677748197
"TCL1A",643.127777777778,642.180555555556,5.98957816420698,0.00183065134166059,0.0594019691949504,-4.59149710335371
"DMD",-595.744444444445,521.511111111111,-5.98919771513633,0.00183117377238645,0.0594019691949504,-4.59149717313743
"GNE",-750.811111111112,1050.93333333333,-5.96880012542839,0.00185944212919426,0.0601043162258771,-4.59150093089449
"GUSB",679.583333333332,4994.61944444444,5.95851971915896,0.00187388378584693,0.0603563348469776,-4.59150283703203
"XBP1",-5201.07222222222,6956.10833333333,-5.94431353183832,0.0018940579400121,0.0607905592548761,-4.59150548465692
"PDIA3",-1599.86111111111,2185.84444444444,-5.92766704549399,0.00191802340576546,0.0613429809667877,-4.59150860729459
"CCL3",497.516666666667,644.786111111111,5.91401566136807,0.00193794330655687,0.0617625931700214,-4.59151118450019
"C1orf21",-671.65,436.744444444444,-5.90437909533548,0.00195215135272636,0.0619978697091382,-4.59151301272421
"ZNF202",305.236111111111,351.456944444444,5.89654615653426,0.00196379043259172,0.0621502038300718,-4.5915145042651
"SART3",-1259.52777777778,1871.54722222222,-5.88450910335895,0.00198183585996933,0.0624813059640765,-4.59151680600684
"CALU",-874.466666666667,1259.61666666667,-5.87319234642569,0.00199897945651259,0.0624813059640765,-4.59151898074317
"CLIP1",-884.955555555556,1191.98888888889,-5.86918146580865,0.00200509727726131,0.0624813059640765,-4.59151975402064
"LOC101929959",564.358333333333,1083.55972222222,5.86765429339262,0.00200743246544972,0.0624813059640765,-4.59152004879785
"TMSB4X",-31787.7777777778,53065.7388888889,-5.86686078802371,0.00200864707051749,0.0624813059640765,-4.59152020203694
"ADAM8",557.413888888889,775.193055555556,5.85548155692874,0.00202616042294086,0.0625677681679984,-4.59152240524445
"COL3A1",-467.972222222223,462.647222222222,-5.85540380799968,0.00202628069923045,0.0625677681679984,-4.5915224203346
"DIAPH1",717.755555555556,2104.52777777778,5.85165372037854,0.00203209199708902,0.0625677681679984,-4.5915231487744
"ZCCHC11",-589.577777777778,719.922222222222,-5.84103736850419,0.00204865006613385,0.0625927588380495,-4.59152521726975
"ZMPSTE24",-319.102777777778,606.423611111111,-5.83587864880715,0.00205675320889945,0.0625927588380495,-4.5915262257762
"CHD9",-331.247222222222,728.468055555556,-5.83151596319447,0.00206363537282077,0.0625927588380495,-4.59152708039249
"CLPTM1",1259.27777777778,2369.57777777778,5.8290713214617,0.00206750363902808,0.0625927588380495,-4.59152755997379
"CTBP1",-1086.55277777778,1158.17916666667,-5.82512518273214,0.00207376578264256,0.0625927588380495,-4.59152833516868
"CD59",-2898.18333333334,5864.54722222222,-5.81938797040991,0.00208290998708448,0.0625927588380495,-4.59152946453848
"TBCB",-1356.98888888889,2822.65,-5.81771694697535,0.00208558223570617,0.0625927588380495,-4.59152979399944
"GAB2",-830.616666666667,962.713888888889,-5.81618581457659,0.00208803431181919,0.0625927588380495,-4.59153009608564
"RCAN1",-1126.91111111111,958.044444444444,-5.80599855743958,0.0021044355024737,0.0625927588380495,-4.59153211102583
"ATP8A1",-274.858333333334,199.081944444444,-5.80195018873122,0.00211099525180458,0.0625927588380495,-4.59153291419164
"SNCB",-281.133333333333,235.708333333333,-5.79979239609068,0.00211450143055526,0.0625927588380495,-4.59153334284958
"BLCAP",-908.78888888889,1999.23611111111,-5.79911837948855,0.00211559803625247,0.0625927588380495,-4.59153347682794
"DAPK1",-448.813888888889,752.323611111111,-5.79247583366738,0.00212644108090385,0.0627092997982134,-4.59153479927499
"STX11",-372.147222222222,337.668055555556,-5.78569422988057,0.00213757852867667,0.0628337403753079,-4.59153615329024
"TCIRG1",660.661111111111,2018.64166666667,5.77212051069857,0.00216007718806783,0.06302044599535,-4.59153887526314
"TSPAN3",-1378.60555555556,2201.94166666667,-5.76879690630423,0.00216562843310838,0.06302044599535,-4.59153954417167
"ASPH",-367.280555555556,265.809722222222,-5.76604228263663,0.00217024204081815,0.06302044599535,-4.59154009929046
"ATP9A",-781.616666666667,901.425,-5.76316487714401,0.00217507362289052,0.06302044599535,-4.59154067985377
"CDH15",-611.375,603.445833333333,-5.76012991226812,0.00218018346576536,0.06302044599535,-4.59154129298487
"PRRC2B",-1209.38055555556,1931.01527777778,-5.75259567609884,0.00219292960428134,0.06302044599535,-4.59154281852917
"HNRNPCL4",-2042.47222222222,2109.375,-5.7504229929831,0.00219662151156233,0.06302044599535,-4.59154325937584
"PALLD",-14642.3111111111,10210.5333333333,-5.7473876254213,0.00220179155483752,0.06302044599535,-4.59154387595475
"DCUN1D4",-438.077777777778,748.052777777778,-5.74470379260309,0.00220637474694719,0.06302044599535,-4.59154442179668
"ANXA6",1299.05,2723.25277777778,5.72907821052546,0.00223328218908234,0.0631338168404864,-4.59154761230228
"SMARCC1",-857.413888888889,728.026388888889,-5.72797949124915,0.00223518865347246,0.0631338168404864,-4.59154783745297
"GULP1",-432.636111111111,449.970833333333,-5.72745058438938,0.00223610707795093,0.0631338168404864,-4.59154794587513
"CAMSAP2",-1158.025,1438.6375,-5.72627674711013,0.00223814698036294,0.0631338168404864,-4.59154818659176
"IER2",2865.8,6238.91111111111,5.7171722792059,0.00225404319939925,0.0633853695979671,-4.59155005777084
"TOP2B",-262.863888888889,174.990277777778,-5.71228475817201,0.00226263138053389,0.0634063234763421,-4.59155106530539
"MTSS1",-2392.35277777778,2808.29305555555,-5.70881599791489,0.00226874987667193,0.0634063234763421,-4.59155178166129
"KIAA0232",-1205.76944444445,2185.55416666667,-5.7013674955873,0.00228195394178439,0.0634568334533716,-4.59155332353069
"TSC22D3",-8168.25555555556,8476.44444444444,-5.69743440964476,0.00228896256633679,0.0634568334533716,-4.5915541396995
"ELN",878.247222222222,927.615277777778,5.69600489589923,0.00229151617006561,0.0634568334533716,-4.5915544366871
"GNAI2",11299.2777777778,18718.4277777778,5.69057420032338,0.00230124779563738,0.063532625312384,-4.59155556661272
"LOC101930591",-551.088888888889,873.977777777778,-5.67333292003102,0.00233246666347267,0.0637283148660075,-4.59155917153644
"IGLJ3",719.011111111111,748.730555555556,5.67071500910545,0.00233725027621123,0.0637283148660075,-4.5915597212659
"NPTN",-4696.63333333334,4728.86666666667,-5.66891444477001,0.00234054706523976,0.0637283148660075,-4.59156009972492
"CDKN1C",-11480.8333333333,8829.04444444444,-5.66740500402441,0.00234331502027787,0.0637283148660075,-4.59156041722075
"LOC101930112",2712.69722222222,3212.62361111111,5.66734939844708,0.0023434170610202,0.0637283148660075,-4.5915604289208
"BCAR3",-1050.82222222222,1102.18055555556,-5.652706986623,0.002370469498407,0.0642180576313624,-4.59156351970048
"VPS13D",-643.236111111111,646.015277777778,-5.64972996482815,0.0023760144017755,0.0642180576313624,-4.59156415051037
"PNMT",1409.80277777778,1877.39861111111,5.64618538094831,0.00238263628996688,0.0642180576313624,-4.59156490264796
"ACBD3",-810.3,929.2,-5.63853528818372,0.00239700192089116,0.0644141078327053,-4.59156652990465
"HDAC2",-352.730555555556,828.490277777778,-5.63044616571431,0.0024123026622081,0.0646340562856526,-4.59156825645072
"LOC101929876",512.319444444445,865.615277777778,5.61746629606015,0.00243709450675137,0.0651027157948331,-4.59157103962608
"HMGCS2",974.772222222222,876.636111111111,5.61381141826903,0.00244412926192206,0.0651027157948331,-4.59157182616031
"CYR61",-536.255555555556,500.261111111111,-5.60357164174357,0.00246396558167782,0.0651751251454582,-4.59157403646663
"PAX8",5759.52777777778,9726.51388888889,5.60052754182498,0.00246989893604773,0.0651751251454582,-4.59157469545894
"DGAT1",1149.95833333333,1611.42638888889,5.59551995022503,0.00247969590031599,0.0651751251454582,-4.59157578142062
"RAD54L",637.783333333334,619.969444444444,5.59429919225563,0.0024820911248691,0.0651751251454582,-4.59157604651856
"KXD1",-718.766666666667,516.486111111111,-5.59397624146033,0.00248272523398971,0.0651751251454582,-4.59157611667373
"HPN",4740.9,5237.54444444444,5.58343603892176,0.00250352545576088,0.0653933930969546,-4.59157841178977
"SHOC2",-1060.32777777778,1037.63611111111,-5.58247163239773,0.00250543881952441,0.0653933930969546,-4.59157862231726
"CDK8",783.919444444444,985.829166666667,5.57846341826958,0.00251340943846905,0.0654134611163736,-4.59157949825346
"EFR3A",-1027.99444444444,1201.40833333333,-5.56322384919019,0.00254398714174595,0.0656861690928116,-4.59158284271814
"CELF1",388.327777777778,1980.94166666667,5.56263823136122,0.00254517084251204,0.0656861690928116,-4.5915829716839
"CR1",-696.933333333334,537.111111111111,-5.56204339233228,0.00254637384325588,0.0656861690928116,-4.5915831027143
"SMTN",8445.44444444444,7870.21111111111,5.55886412860318,0.00255281489483238,0.0656861690928116,-4.59158380361883
"LPAR4",425.361111111111,313.597222222222,5.54471158107215,0.00258172018716817,0.0662422724860128,-4.59158693560905
"BAX",1390.76111111111,1822.78611111111,5.54070504913539,0.00258997275085721,0.0662668239324959,-4.59158782580738
"LYPLA2",4463.71111111111,10302.5722222222,5.53428675773594,0.00260325755711474,0.0664196303125651,-4.59158925514055
"EXOC3",-393.438888888889,551.486111111111,-5.52653585987445,0.0026194072844733,0.0666444716102829,-4.59159098663249
"MMP25",1407.77777777778,2608.47777777778,5.51944298123786,0.00263428897927537,0.0668173660319879,-4.59159257631677
"VCL",-1497.71666666667,2766.10833333333,-5.50950570726047,0.00265530559627328,0.0668173660319879,-4.59159481187671
"SEPT8",-837.483333333334,1145.45277777778,-5.50618447033918,0.00266237355375034,0.0668173660319879,-4.59159556123405
"HNRNPA1P10",-2479.97777777778,3864.33888888889,-5.50148572222787,0.00267241071371042,0.0668173660319879,-4.5915966232725
"PTMS",5474.97777777778,10521.2166666667,5.50041803079907,0.00267469762721509,0.0668173660319879,-4.59159686490581
"CD24",816.561111111111,1004.05,5.49889228292681,0.00267796964518693,0.0668173660319879,-4.5915972104015
"TMX4",-468.522222222222,660.355555555556,-5.49757200893084,0.00268080480460235,0.0668173660319879,-4.59159750955699
"RAP1GAP",553.127777777778,1317.54444444444,5.49559666163011,0.00268505324250529,0.0668173660319879,-4.59159795746895
"ALPPL2",403.127777777778,998.136111111111,5.48728671899671,0.0027030123318449,0.0669854907003735,-4.59159984604676
"MDFIC",-601.666666666667,877.894444444444,-5.48154146860768,0.00271551105385158,0.0669854907003735,-4.59160115581916
"TNNT3",395.219444444445,696.318055555555,5.47931333107072,0.00272037655974126,0.0669854907003735,-4.59160166467545
"DDX1",-684.238888888889,900.897222222222,-5.47888703751804,0.00272130860601539,0.0669854907003735,-4.59160176208849
"KIF5B",-373.166666666667,272.175,-5.47381907484455,0.00273241789777802,0.0670205915196303,-4.59160292158714
"PTP4A2",-2062.43333333333,5567.29444444444,-5.47151235964393,0.0027374919579195,0.0670205915196303,-4.591603450203
"HDLBP",-560.08888888889,2188.05555555556,-5.45745221635945,0.00276865978728265,0.0675801247354121,-4.59160668399706
"PSMC2",-812.783333333334,1748.13611111111,-5.45187275781367,0.002781143172892,0.0675801247354121,-4.59160797285892
"ADORA1",-3127.65833333333,2469.29305555556,-5.44625378493975,0.00279378167254598,0.0675801247354121,-4.5916092740804
"YBX3",-1463.29444444444,1800.46944444444,-5.44284153081616,0.00280148954076154,0.0675801247354121,-4.59161006586493
"AOC4P",2043.86666666667,1950.51111111111,5.4409143918636,0.00280585372255945,0.0675801247354121,-4.5916105135721
"STARD7",-3408.47222222223,6722.93055555556,-5.43817189304912,0.00281207810206229,0.0675801247354121,-4.59161115136306
"CKAP5",-301.205555555556,388.530555555556,-5.4380177614681,0.00281242839920575,0.0675801247354121,-4.59161118723074
"ALG11",-627.480555555556,1041.37083333333,-5.4226729323954,0.00284756012959002,0.0679906502588876,-4.59161477044105
"DPP6",-2953.86944444444,2003.18194444444,-5.42240882130897,0.00284816929301246,0.0679906502588876,-4.59161483232889
"IPO7",-293.661111111111,542.830555555556,-5.42076274064356,0.00285196936569814,0.0679906502588876,-4.59161521821096
"NACC2",-788.786111111111,659.651388888889,-5.41055266958193,0.00287567301686293,0.0683762775187592,-4.59161761803957
"PRKD2",1643.12777777778,3682.525,5.40247105231936,0.00289459898333414,0.068646586333222,-4.59161952535012
"SMAD1",-388.113888888889,761.734722222222,-5.39604123869257,0.00290976093136186,0.0688264545301037,-4.59162104774854
"ESYT1",-1091.68888888889,1562.40555555556,-5.39161640186733,0.00292024904336209,0.0688811104778625,-4.59162209796835
